NoRes,NoReplayGain,Downmix,ReplayGainFast,Freeformat,Stereo,CRC,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,MPEGMode,time
0,0,0,0,0,1,0,0,1,8,8,2,1,2.49
0,0,0,0,0,1,0,0,1,22,8,0,1,5.69
0,1,0,0,0,1,0,0,0,22,160,0,1,4.83
1,0,0,0,0,1,0,0,1,22,8,0,1,5.47
0,1,0,0,0,0,0,0,0,44,8,0,1,6.27
0,0,0,0,0,0,0,0,1,44,8,0,1,10.17
0,1,0,0,0,0,0,0,0,22,320,0,1,2.99
0,0,0,1,0,0,0,0,0,48,8,0,1,8.73
0,0,0,1,0,0,0,0,0,8,160,0,1,2.2
0,0,0,1,0,0,0,0,0,8,8,0,1,1.47
0,0,0,1,1,0,0,0,0,22,8,0,1,4.58
0,0,0,1,0,0,0,0,0,8,8,0,1,1.81
0,0,0,1,0,0,0,0,0,8,8,0,1,2.55
0,0,1,0,0,0,0,0,1,44,160,0,1,10.26
0,0,0,0,0,0,0,0,1,48,8,0,1,10.06
0,0,0,0,0,0,0,0,1,44,8,2,1,9.16
0,0,0,1,0,0,0,0,0,22,8,0,1,4.75
0,1,0,0,0,0,0,0,0,22,8,1,1,3.98
1,0,0,1,0,0,0,0,0,8,8,0,1,2.59
0,0,0,0,0,0,0,0,1,8,8,1,1,2.36
0,1,0,0,0,0,0,0,0,44,8,2,4,6.43
0,0,0,0,0,1,0,0,1,44,8,1,1,6.71
0,0,0,1,0,0,0,0,0,22,8,2,4,4.54
0,0,0,1,0,0,0,0,0,8,8,2,1,1.92
0,0,0,0,0,0,0,0,1,22,8,1,1,3.86
0,0,0,1,0,0,0,0,0,44,8,0,2,7.41
0,0,0,1,0,0,0,0,0,44,8,1,3,7.35
0,0,0,1,0,0,0,0,0,48,8,1,4,7.84
0,0,1,1,0,0,0,0,0,8,8,2,3,1.91
0,0,0,1,0,0,0,0,0,44,8,2,3,7.6
0,1,0,0,0,0,0,0,0,22,8,2,3,4.01
1,0,0,0,0,0,0,0,1,8,8,0,2,2.44
0,0,0,0,0,0,0,0,1,8,8,0,4,2.94
0,1,0,0,0,0,0,0,0,22,8,0,3,2.65
0,0,0,0,0,0,0,0,1,44,8,1,4,8.65
0,0,0,1,0,0,0,0,0,8,8,1,3,1.85
0,0,0,1,0,1,0,0,0,44,8,0,1,5.4
0,0,0,1,0,0,0,0,0,48,8,0,3,7.83
0,0,0,0,0,0,0,0,1,22,8,0,3,5.92
0,0,0,1,0,0,0,0,0,8,8,0,2,2.18
0,0,1,0,0,0,0,0,1,8,8,0,2,2.35
0,0,0,1,0,0,0,0,0,22,8,0,4,5.18
0,0,0,1,0,0,0,0,0,48,8,2,4,8.01
0,1,0,0,0,0,0,0,0,8,8,0,1,1.87
1,0,0,0,0,0,0,0,1,44,8,0,2,10.02
0,0,0,0,0,0,0,0,1,44,8,0,4,7.97
0,0,0,1,0,0,0,0,0,22,8,0,4,4.52
0,0,0,0,0,0,0,0,1,8,320,0,4,2.72
0,0,0,0,0,0,0,0,1,48,8,2,4,7.14
0,1,0,0,1,0,0,0,0,44,8,0,4,5.45
0,0,0,0,0,0,0,0,1,48,8,0,4,9.91
0,0,0,1,0,0,0,0,0,44,8,0,4,8.17
0,0,1,0,0,0,0,0,1,48,160,0,4,10.3
0,0,0,0,0,0,0,0,1,8,8,0,4,2.85
0,1,0,0,0,0,0,0,0,48,8,2,4,6.32
0,1,0,0,0,0,0,0,0,48,8,0,4,7.23
0,1,0,0,0,0,0,0,0,22,8,1,4,3.77
1,0,0,0,0,0,0,0,1,44,8,0,4,9.8
0,1,0,0,0,1,0,0,0,48,8,0,1,4.86
0,0,0,0,0,0,0,0,1,8,8,0,2,1.44
0,1,0,0,0,0,0,0,0,8,160,0,2,1.24
0,1,0,0,1,0,0,0,0,22,8,0,3,2.71
0,0,0,0,0,0,0,0,1,44,8,0,4,6.77
0,0,0,0,0,0,0,0,1,44,320,0,3,7.94
0,0,0,1,0,0,0,0,0,44,320,0,2,6.72
0,1,1,0,0,0,0,0,0,8,160,0,2,1.23
0,0,0,1,0,0,0,0,0,22,8,0,2,3.23
0,0,0,1,0,0,0,0,0,22,8,2,2,3.0
0,0,0,0,0,0,0,0,1,22,8,0,1,4.25
0,1,0,0,0,0,0,0,0,44,160,0,2,4.92
1,1,0,0,0,0,0,0,0,22,160,0,2,2.88
0,0,0,0,0,0,0,0,1,8,320,0,2,3.07
0,0,0,1,0,0,0,0,0,22,160,0,2,3.66
0,0,0,0,1,0,0,0,1,8,8,0,3,2.68
0,0,0,0,0,0,0,0,1,8,8,0,4,2.38
0,0,0,0,0,0,0,0,1,44,8,1,3,8.78
0,0,0,1,0,0,0,0,0,44,320,0,4,7.97
0,0,1,1,0,1,0,0,0,8,8,1,1,1.82
0,0,0,0,0,0,0,0,1,44,8,0,2,9.46
0,0,0,0,0,1,0,0,1,44,8,2,1,9.04
0,0,0,0,0,0,0,0,1,22,8,0,2,6.06
0,1,0,0,0,0,0,0,0,8,8,1,3,1.62
1,1,0,0,0,0,0,0,0,48,320,0,2,6.51
0,0,0,0,0,0,0,0,1,8,8,0,4,1.72
0,0,0,0,1,0,0,0,1,8,160,0,2,2.85
0,0,0,0,0,0,0,0,1,8,8,0,3,2.39
0,1,0,0,0,0,0,0,0,8,8,0,3,2.43
0,0,0,1,0,1,0,0,0,8,8,2,1,1.92
0,0,1,0,0,0,0,0,1,8,8,1,2,2.32
0,0,0,1,0,1,0,0,0,8,8,0,1,2.16
0,1,0,0,0,0,0,0,0,8,8,2,3,1.71
0,0,0,0,0,1,0,0,1,8,8,0,1,2.6
0,1,0,0,0,0,0,0,0,8,320,0,2,1.93
1,1,0,0,0,0,0,0,0,8,8,0,3,1.92
0,1,0,0,1,0,0,0,0,8,8,0,2,1.14
0,0,0,1,0,0,0,0,0,8,8,0,3,1.11
0,0,0,0,0,0,0,0,1,22,8,0,3,3.88
0,0,0,1,0,0,0,0,0,22,8,0,3,3.44
0,0,1,0,0,0,0,0,1,48,8,0,3,8.09
0,1,0,0,0,0,0,0,0,48,8,0,4,4.86
0,0,0,1,0,0,0,0,0,22,8,2,4,3.02
0,0,0,0,0,0,0,0,1,22,8,0,2,4.11
0,1,0,0,0,0,0,0,0,44,8,0,4,4.71
1,0,0,0,0,0,0,0,1,48,8,1,2,7.13
0,0,0,1,1,0,0,0,0,44,320,0,1,9.23
0,0,1,1,1,0,0,0,0,8,8,0,3,2.14
0,0,0,0,1,0,0,0,1,8,8,0,2,2.61
0,1,0,0,1,0,0,0,0,8,320,0,3,2.43
1,0,0,0,1,0,0,0,1,8,320,0,2,3.09
0,0,0,0,0,0,0,0,1,48,8,0,3,9.41
0,0,0,1,0,0,0,0,0,8,8,0,3,1.82
0,0,1,0,0,0,0,0,1,44,8,0,4,8.99
0,1,0,0,0,1,0,0,0,8,8,0,1,1.55
1,0,0,1,0,0,0,0,0,22,8,0,2,4.52
0,0,0,1,0,0,0,0,0,44,320,0,3,8.63
0,0,1,1,0,0,0,0,0,48,320,0,3,9.04
0,0,0,1,0,0,0,0,0,22,8,0,3,5.47
0,0,0,0,0,0,0,0,1,8,8,2,3,2.39
0,1,0,0,0,0,0,0,0,22,8,0,3,3.84
0,1,0,0,0,0,0,0,0,8,8,0,3,1.9
1,0,0,1,0,0,0,0,0,44,8,0,3,8.24
0,0,1,1,0,0,0,0,0,8,8,0,1,1.84
0,0,0,1,0,0,0,0,0,44,8,0,3,8.22
0,0,0,1,0,0,0,0,0,48,8,2,2,7.99
0,0,0,1,0,1,0,0,0,44,8,0,1,8.18
1,0,0,1,0,0,0,0,0,44,8,2,2,7.53
0,0,1,0,0,0,0,0,1,8,8,0,2,2.74
0,0,1,0,0,0,0,0,1,48,8,2,2,9.57
0,0,1,1,0,0,0,0,0,48,8,0,3,8.88
0,1,1,0,0,1,0,0,0,44,160,0,1,7.57
1,0,1,1,0,0,0,0,0,44,8,0,4,7.32
0,1,0,0,0,0,0,0,0,8,8,0,2,2.24
1,0,0,0,0,0,0,0,1,22,8,0,2,6.4
0,1,0,0,0,0,0,0,0,8,8,2,2,1.65
1,1,0,0,0,0,0,0,0,22,8,2,4,4.2
0,1,0,0,0,1,0,0,0,48,8,0,1,7.35
1,1,0,0,0,0,0,0,0,22,8,0,2,4.08
1,1,0,0,0,1,0,0,0,8,8,0,1,1.91
1,1,1,0,1,0,1,1,0,8,8,0,3,0.99
1,1,1,0,1,1,1,1,0,8,320,0,1,1.53
1,0,1,0,1,0,1,1,1,48,160,0,4,8.05
1,0,1,0,1,0,1,1,1,48,320,0,4,8.36
1,0,1,0,1,0,1,1,1,8,160,0,4,2.05
1,0,1,0,1,0,1,1,1,48,320,0,2,8.5
1,0,1,1,1,0,1,1,0,44,160,0,4,6.36
1,0,1,1,1,0,1,1,0,8,320,0,2,1.79
1,0,1,0,1,0,1,0,1,8,320,0,3,2.16
1,0,1,1,1,0,1,1,0,8,160,0,2,1.53
1,0,1,0,1,0,1,1,1,8,8,0,2,1.63
1,0,1,1,0,0,1,1,0,8,8,0,3,1.3
1,0,1,0,1,0,1,1,1,22,160,0,3,4.52
1,0,1,0,1,0,1,1,1,22,8,0,3,4.24
1,0,1,1,1,0,1,1,0,22,160,0,1,3.83
1,1,1,0,1,0,1,1,0,8,160,0,4,1.45
1,0,1,0,1,0,1,1,1,8,160,0,2,2.99
1,0,1,0,0,0,1,1,1,22,8,0,4,4.22
1,1,1,0,1,0,1,1,0,44,320,0,2,5.34
1,0,1,0,1,0,1,1,1,48,160,0,3,8.04
1,1,1,0,1,0,1,1,0,8,320,0,3,1.51
1,1,1,0,1,0,1,1,0,48,8,0,2,4.85
1,0,1,0,1,0,1,1,1,8,320,0,2,2.13
1,0,1,1,1,0,1,1,0,22,8,0,3,3.42
1,0,1,0,1,0,1,1,1,44,320,0,1,8.01
1,0,1,1,1,0,1,1,0,8,160,0,1,1.6
1,1,1,0,1,0,1,1,0,48,160,0,4,5.07
1,0,1,0,1,0,1,1,1,22,160,0,1,4.61
1,0,1,0,1,1,1,1,1,44,160,0,1,9.43
1,1,1,0,1,0,1,1,0,8,8,0,3,1.01
1,0,1,1,1,0,1,1,0,22,320,0,2,3.86
1,1,1,0,0,0,1,1,0,44,8,0,3,4.58
1,0,1,0,1,0,1,1,1,8,8,0,3,1.64
1,0,1,1,1,0,1,1,0,48,8,0,4,6.54
1,1,1,0,1,0,1,1,0,48,160,0,3,5.18
1,0,0,0,1,1,1,1,1,8,8,0,1,1.66
1,0,1,1,1,0,1,1,0,8,8,0,3,1.39
1,0,1,1,1,1,1,1,0,48,160,0,1,7.12
1,0,1,0,1,0,1,1,1,44,320,0,2,8.53
0,0,1,1,1,0,1,1,0,8,8,0,3,1.34
1,1,1,0,1,0,1,1,0,8,320,0,4,1.59
1,0,1,0,1,0,1,1,1,22,160,0,1,4.76
1,1,1,0,1,0,1,1,0,8,8,0,4,1.08
1,0,1,1,1,0,1,1,0,22,8,0,1,3.55
1,0,1,1,1,0,1,1,0,48,8,0,3,6.59
1,0,1,0,1,0,1,1,1,44,320,0,3,8.12
1,0,1,1,1,0,1,0,0,8,320,0,3,1.8
1,1,1,0,1,0,1,1,0,48,8,0,4,5.18
1,0,1,1,1,0,1,1,0,48,8,0,3,6.41
1,0,1,1,1,0,1,1,0,22,8,0,3,3.4
1,0,1,0,0,0,1,1,1,8,8,0,3,1.8
1,0,1,0,1,0,1,1,1,22,160,0,3,4.53
1,1,1,0,1,0,1,1,0,44,320,0,1,5.19
1,1,1,0,1,1,1,1,0,8,160,0,1,1.26
1,0,1,1,1,0,1,1,0,8,320,0,1,1.84
1,1,1,0,1,0,1,1,0,48,160,0,2,7.5
1,0,1,1,0,0,1,1,0,44,8,0,4,6.18
1,1,1,0,1,0,1,1,0,22,160,0,3,2.92
1,0,1,1,1,0,1,1,0,22,160,0,4,3.77
1,0,1,0,1,0,1,1,1,48,320,0,3,8.39
1,0,1,1,1,0,1,1,0,8,8,0,2,2.14
1,0,1,1,1,0,1,1,0,8,320,0,3,1.77
1,0,1,1,1,0,0,1,0,8,320,0,3,1.78
1,0,1,0,1,0,1,1,1,8,320,0,2,2.13
1,1,1,0,1,0,1,1,0,8,8,0,2,0.99
1,1,1,0,1,0,1,1,0,8,160,0,3,1.26
1,0,1,0,1,0,1,1,1,8,8,0,3,1.67
1,1,1,0,1,0,1,1,0,8,8,0,3,1.11
1,1,1,0,1,0,1,1,0,8,160,0,4,1.3
1,0,1,1,1,0,1,1,0,48,320,0,2,7.03
1,0,1,1,1,0,1,1,0,22,8,0,2,4.47
1,1,1,0,1,0,1,1,0,44,320,0,2,5.33
1,0,1,1,1,0,1,1,0,48,320,0,1,7.46
1,1,1,0,0,0,1,1,0,8,8,1,2,0.84
1,0,1,1,1,1,1,1,0,22,160,0,1,3.71
1,1,1,0,1,0,1,1,0,22,160,0,2,2.95
1,0,0,0,1,0,1,1,1,48,320,0,3,8.51
1,0,1,0,1,0,1,1,1,8,160,0,3,1.93
1,1,1,0,1,1,1,1,0,22,160,0,1,2.86
1,0,1,0,1,0,1,1,1,44,320,0,3,8.0
1,0,1,0,1,0,1,1,1,8,320,0,3,2.28
0,0,1,0,1,0,1,1,1,8,8,0,2,1.67
1,0,1,0,1,0,1,1,1,22,320,0,2,4.8
1,0,1,1,1,0,1,1,0,8,8,0,3,1.3
1,0,1,0,1,0,1,1,1,44,320,0,2,7.91
1,1,1,0,1,0,1,1,0,8,160,0,2,1.28
1,1,1,0,1,0,1,1,0,22,320,0,2,3.31
1,0,1,1,1,0,1,0,0,22,8,0,3,3.24
1,0,1,1,1,0,1,1,0,8,8,0,3,1.31
1,0,1,0,1,0,1,1,1,44,160,0,2,7.66
1,1,1,0,1,0,1,1,0,8,160,0,3,1.57
1,0,1,0,0,0,1,1,1,22,8,2,2,3.94
1,0,1,0,1,0,1,1,1,22,320,0,2,4.86
1,1,1,0,1,0,1,1,0,8,320,0,3,1.56
1,0,1,0,1,0,1,1,1,44,320,0,4,8.49
1,0,1,1,1,0,1,1,0,8,160,0,3,2.41
1,0,1,0,0,1,1,1,1,22,8,2,1,3.94
1,1,1,0,1,0,1,1,0,22,8,0,2,2.71
1,0,1,1,1,0,1,1,0,8,160,0,3,1.55
1,0,1,1,1,0,1,1,0,8,8,0,3,1.3
1,0,1,1,1,0,1,1,0,8,160,0,2,2.42
1,1,1,0,1,1,1,1,0,8,8,0,1,1.03
1,0,1,1,1,0,0,1,0,8,320,0,2,1.82
1,1,1,0,1,1,1,1,0,44,320,0,1,5.24
1,0,1,1,1,0,1,1,0,8,320,0,3,1.9
1,1,1,0,1,0,1,1,0,8,160,0,3,1.28
1,1,1,0,1,0,1,1,0,8,8,0,3,0.99
1,0,1,0,1,0,1,1,1,44,160,0,4,7.63
1,1,1,0,1,0,1,1,0,22,320,0,2,3.05
1,0,1,0,1,0,1,1,1,44,160,0,1,7.63
1,1,1,0,1,0,1,1,0,8,160,0,3,2.15
1,0,1,1,1,0,1,1,0,22,320,0,3,3.85
1,1,1,0,1,0,1,1,0,44,160,0,3,4.85
1,0,1,0,1,1,1,1,1,22,160,0,1,4.86
1,0,1,0,0,0,1,1,1,44,320,0,2,8.03
1,0,1,1,1,1,1,1,0,8,160,0,1,1.54
1,0,1,0,1,0,1,1,1,44,160,0,2,7.57
1,1,1,0,1,0,1,1,0,22,160,0,3,2.88
1,0,0,0,1,0,1,1,1,44,320,0,2,7.95
1,1,1,0,1,0,1,1,0,22,8,0,2,2.67
1,0,1,0,1,1,1,1,1,44,160,0,1,7.7
1,0,1,0,1,0,1,1,1,44,320,0,3,8.03
1,0,1,1,1,0,1,1,0,8,320,0,1,1.83
0,0,1,1,1,0,1,1,0,8,8,0,3,1.55
1,0,1,0,1,1,1,1,1,48,160,0,1,8.24
1,0,1,1,1,0,1,1,0,22,8,0,2,3.54
1,0,1,1,1,0,1,1,0,8,160,0,1,1.63
1,1,1,0,1,0,1,1,0,8,8,0,3,1.03
1,0,1,0,1,0,1,1,1,8,320,0,4,2.13
1,0,1,1,1,0,1,0,0,8,8,0,3,1.37
1,0,1,0,1,0,1,1,1,22,160,0,4,4.56
1,0,1,0,1,0,1,1,1,48,320,0,2,8.96
1,1,1,0,1,0,1,1,0,8,8,0,3,1.0
1,0,1,0,0,0,1,1,1,48,8,0,3,7.15
1,1,1,0,1,0,1,1,0,8,160,0,4,1.31
1,0,1,0,1,0,1,1,1,8,160,0,2,2.07
1,0,1,0,1,0,1,1,1,22,320,0,4,4.85
1,1,1,0,1,0,1,1,0,22,160,0,2,2.89
1,0,1,1,1,0,1,1,0,8,160,0,3,2.51
1,0,1,0,0,0,1,1,1,48,8,2,2,7.14
1,0,1,1,1,0,1,1,0,22,160,0,2,3.94
1,0,1,0,1,0,1,1,1,48,160,0,2,8.1
1,0,1,1,1,0,1,1,0,48,320,0,2,7.06
1,0,1,1,1,0,1,1,0,8,160,0,3,2.45
1,0,1,0,1,0,1,1,1,48,160,0,2,8.06
1,0,1,0,1,0,0,1,1,22,160,0,1,4.6
1,1,1,0,1,0,1,1,0,48,320,0,2,5.45
1,0,1,0,1,0,1,1,1,8,320,0,4,2.14
1,0,1,0,1,0,1,1,1,48,160,0,1,7.99
1,1,1,0,1,0,1,1,0,48,8,0,3,4.81
1,1,1,0,1,0,1,1,0,8,8,0,3,1.03
1,0,1,1,1,0,1,1,0,22,160,0,3,3.6
1,0,1,1,1,0,1,1,0,48,8,0,3,6.4
1,0,1,0,1,0,1,1,1,8,160,0,3,3.04
1,0,1,1,1,1,1,1,0,8,160,0,1,1.71
1,1,1,0,1,0,1,1,0,48,8,0,3,5.08
1,0,1,0,1,0,1,1,1,48,320,0,2,8.41
1,1,1,0,0,0,1,1,0,22,8,1,1,2.36
1,0,1,1,1,0,1,1,0,22,160,0,3,3.71
1,1,1,0,1,0,1,1,0,22,320,0,2,3.32
1,0,1,0,1,0,1,1,1,48,160,0,2,8.11
1,0,1,1,1,0,1,1,0,48,320,0,2,6.99
1,0,1,0,1,0,1,1,1,48,320,0,2,8.38
1,0,1,0,1,0,1,1,1,48,320,0,2,8.35
1,0,1,1,1,0,1,1,0,8,160,0,2,1.6
0,0,1,0,1,1,1,1,1,22,160,0,1,4.8
1,0,1,0,1,0,1,1,1,8,320,0,4,2.13
1,1,1,0,1,1,1,1,0,44,320,0,1,5.61
1,1,1,0,1,0,1,1,0,8,8,0,2,1.2
1,1,1,0,1,0,1,1,0,8,320,0,3,1.53
1,0,1,1,1,0,1,0,0,44,320,0,3,6.83
1,1,1,0,1,0,1,1,0,8,8,0,3,1.07
1,0,1,0,1,0,1,1,1,44,320,0,2,7.98
1,1,1,0,1,0,1,1,0,8,8,0,3,1.11
1,1,1,0,0,0,1,1,0,8,8,1,2,0.86
1,0,1,0,1,0,1,1,1,22,160,0,2,4.59
1,1,1,0,1,1,1,1,0,8,8,0,1,1.05
1,1,1,0,1,0,1,1,0,8,8,0,3,0.98
1,1,1,0,1,0,1,1,0,48,8,0,2,4.86
1,0,1,1,1,0,1,1,0,22,160,0,1,4.8
1,0,1,1,0,0,1,1,0,22,8,0,2,3.38
1,0,1,0,1,1,1,1,1,8,320,0,1,2.13
1,0,1,0,1,0,1,1,1,48,160,0,2,8.2
1,0,1,1,1,0,1,1,0,8,320,0,2,2.62
1,0,1,1,1,0,1,1,0,8,8,0,3,1.27
1,0,1,0,1,0,0,1,1,22,320,0,2,4.77
1,0,1,0,1,0,1,1,1,48,320,0,3,8.36
1,0,1,0,1,0,1,1,1,44,320,0,3,7.94
1,1,1,0,1,0,1,1,0,8,8,0,4,1.04
1,0,1,0,1,0,1,1,1,8,8,0,3,1.85
1,1,1,0,1,0,1,1,0,44,160,0,4,4.96
1,1,1,0,1,0,1,1,0,22,8,0,3,2.69
1,0,1,1,1,0,1,1,0,8,160,0,4,2.5
1,0,1,0,1,0,1,1,1,22,160,0,4,4.55
1,1,1,0,1,1,1,1,0,22,320,0,1,3.08
1,0,1,0,0,0,1,1,1,44,8,0,2,7.3
1,0,1,0,1,0,1,1,1,22,320,0,3,4.79
1,1,1,0,1,0,1,1,0,22,8,0,2,2.71
1,1,1,0,1,1,1,1,0,22,160,0,1,2.84
1,0,0,0,1,0,1,1,1,22,160,0,2,4.56
1,0,1,1,1,0,1,1,0,22,8,0,3,3.56
1,0,1,1,1,0,1,1,0,8,8,0,2,1.31
1,0,1,0,1,0,1,1,1,8,160,0,3,2.0
1,0,1,0,1,0,1,1,1,48,160,0,2,8.0
0,0,1,1,1,0,1,1,0,8,320,0,2,1.87
1,1,1,0,1,0,1,1,0,22,320,0,2,3.22
1,1,1,0,1,1,1,1,0,48,320,0,1,5.44
1,0,1,0,1,0,1,1,1,48,160,0,2,8.27
1,1,1,0,1,0,1,0,0,22,160,0,2,2.96
1,1,1,0,0,0,1,1,0,48,8,0,2,4.88
1,1,1,0,1,0,1,1,0,48,160,0,1,5.04
1,0,1,0,1,0,1,1,1,22,160,0,1,4.57
1,1,1,0,1,0,1,1,0,44,160,0,2,4.89
1,0,1,0,1,0,1,1,1,48,320,0,3,10.29
1,1,1,0,0,0,1,1,0,48,8,1,2,4.14
1,0,1,1,1,0,1,1,0,8,8,0,3,1.28
1,0,1,0,1,1,1,1,1,8,8,0,1,1.71
1,0,1,0,1,0,1,1,1,44,160,0,2,7.66
1,0,1,0,1,0,1,1,1,44,320,0,2,10.98
1,1,1,0,1,0,1,1,0,8,320,0,2,1.49
1,0,1,1,1,0,0,1,0,8,8,0,4,1.3
1,0,1,1,1,0,1,1,0,8,160,0,2,1.62
1,0,1,1,1,1,1,1,0,22,8,0,1,3.53
1,0,1,1,1,0,1,1,0,8,320,0,2,1.81
1,0,1,0,1,0,1,1,1,44,320,0,3,8.1
1,1,1,0,1,0,1,1,0,8,8,0,4,1.07
1,1,1,0,1,0,1,1,0,48,8,0,3,4.99
1,1,1,0,1,1,1,1,0,8,8,0,1,1.03
1,1,1,0,1,0,1,1,0,8,160,0,1,2.18
1,0,1,0,1,1,1,1,1,8,8,0,1,1.81
1,0,1,1,1,0,1,1,0,22,320,0,2,3.99
1,1,1,0,1,1,1,1,0,8,320,0,1,1.54
1,0,1,1,0,0,1,1,0,48,8,0,3,5.77
1,0,1,1,1,0,1,1,0,48,320,0,3,6.97
1,0,1,1,1,0,1,1,0,22,160,0,4,3.7
1,0,1,0,1,0,1,1,1,8,320,0,2,2.18
1,1,0,0,1,1,1,1,0,8,320,0,1,1.55
1,0,1,0,1,0,1,1,1,8,320,0,3,2.18
1,0,1,1,1,0,1,1,0,48,160,0,1,6.74
1,0,1,0,1,0,1,1,1,8,160,0,3,1.89
0,0,1,0,1,0,1,1,1,8,160,0,3,1.91
1,1,1,0,1,0,1,1,0,8,8,0,3,1.08
1,0,1,0,1,0,1,1,1,8,8,0,3,1.71
1,0,1,0,1,0,1,0,1,22,8,0,1,4.35
1,1,1,0,1,0,1,1,0,8,8,0,3,1.01
1,0,1,0,1,0,1,1,1,8,8,0,2,1.61
1,1,1,0,1,0,1,1,0,8,8,0,2,1.05
1,0,1,0,0,0,1,1,1,48,8,2,2,7.16
1,0,1,1,1,0,1,1,0,22,160,0,2,3.66
1,0,1,1,1,0,1,1,0,8,8,0,3,1.38
1,1,1,0,1,0,1,1,0,8,320,0,3,1.51
1,1,1,0,1,0,1,1,0,48,8,0,3,5.35
1,0,1,0,0,1,1,1,1,8,8,2,1,1.41
1,0,1,1,1,0,1,1,0,48,8,0,3,6.53
1,0,1,0,1,0,1,1,1,48,160,0,3,8.09
1,0,1,1,1,0,1,1,0,8,160,0,4,2.39
1,0,1,1,1,0,1,1,0,8,8,0,3,1.29
1,1,1,0,1,0,0,1,0,8,8,0,3,1.0
1,0,1,0,1,0,1,1,1,44,160,0,2,7.72
1,1,1,0,1,0,1,1,0,22,8,0,2,2.74
1,0,1,1,1,0,1,1,0,22,160,0,1,3.7
1,0,1,1,1,0,1,1,0,8,320,0,3,1.79
1,1,1,0,1,0,1,1,0,8,160,0,3,1.4
1,1,1,0,1,0,1,1,0,22,8,0,2,2.69
1,0,1,0,1,1,1,1,1,48,320,0,1,8.33
1,0,1,1,1,0,1,1,0,8,320,0,3,1.87
1,1,1,0,1,0,1,1,0,44,8,0,4,4.51
1,1,1,0,1,0,1,1,0,8,8,0,3,1.05
1,0,1,0,0,0,1,1,1,48,8,2,4,7.13
1,1,1,0,1,0,1,1,0,8,8,0,4,1.02
1,0,0,0,1,0,1,1,1,8,320,0,4,2.23
1,1,1,0,1,0,1,1,0,8,320,0,4,1.54
1,0,1,1,1,0,1,1,0,44,320,0,2,6.79
1,0,1,1,1,0,1,1,0,44,320,0,2,6.78
0,0,1,0,1,0,1,1,1,8,8,0,3,1.73
1,0,1,1,1,0,1,1,0,8,320,0,1,1.77
1,1,1,0,1,0,1,0,0,22,160,0,4,2.91
1,1,1,0,1,0,1,1,0,8,8,0,3,1.38
1,0,1,1,1,0,1,1,0,48,160,0,2,6.71
1,0,1,1,0,0,1,1,0,22,8,0,2,3.22
1,1,1,0,1,0,1,1,0,22,160,0,2,2.97
1,1,1,0,1,0,1,1,0,8,8,0,3,1.08
1,0,1,1,1,0,1,1,0,8,320,0,3,1.94
1,1,1,0,1,0,1,1,0,8,320,0,3,1.56
1,0,1,1,1,0,1,1,0,22,160,0,2,4.74
1,1,1,0,0,1,1,1,0,8,8,0,1,1.06
1,0,1,1,1,1,1,1,0,22,160,0,1,3.84
1,1,1,0,1,0,1,1,0,8,320,0,3,1.62
1,0,1,1,1,0,1,1,0,8,8,0,3,1.29
1,0,1,1,1,0,1,1,0,48,320,0,2,8.12
1,0,1,1,1,0,1,1,0,8,8,0,3,1.44
1,1,1,0,1,1,0,1,0,22,160,0,1,3.1
1,0,1,1,1,0,1,1,0,48,320,0,2,6.97
1,1,1,0,1,0,1,1,0,44,320,0,4,5.35
1,1,1,0,1,0,1,1,0,8,160,0,4,1.5
1,1,1,0,1,0,1,1,0,22,160,0,2,3.0
1,1,1,0,1,0,1,1,0,48,8,0,2,4.85
1,1,1,0,1,0,1,1,0,44,320,0,2,5.31
1,1,1,0,1,0,1,1,0,48,320,0,2,5.36
1,0,1,1,1,0,1,1,0,48,320,0,2,8.7
1,1,1,0,1,1,1,1,0,22,160,0,1,3.33
1,1,1,0,1,1,1,1,0,22,8,0,1,2.77
1,0,1,1,1,0,1,1,0,48,320,0,3,7.44
1,1,1,0,0,0,1,1,0,8,8,1,2,0.84
1,0,1,1,1,0,1,1,0,8,8,0,2,1.31
1,1,1,0,1,0,1,1,0,22,320,0,2,3.12
1,1,1,0,1,0,1,1,0,8,8,0,2,1.0
1,1,0,0,1,0,1,1,0,48,320,0,2,5.64
1,0,1,1,1,0,1,1,0,44,320,0,2,6.72
1,0,1,1,1,0,1,1,0,8,160,0,3,1.58
1,0,1,1,1,0,1,1,0,22,8,0,3,3.36
0,1,1,0,1,0,1,1,0,22,320,0,2,3.32
1,0,1,0,1,0,1,0,1,8,320,0,1,2.27
1,0,1,0,1,0,1,1,1,8,320,0,2,2.19
1,0,1,0,1,0,1,1,1,22,160,0,2,4.94
1,0,1,0,1,0,1,1,1,8,8,0,2,1.66
1,0,1,0,0,0,1,1,1,48,8,0,3,7.82
1,0,1,0,1,0,1,1,1,8,160,0,2,1.9
1,0,1,1,1,0,1,1,0,8,8,0,3,1.3
1,0,1,0,1,0,1,1,1,22,320,0,3,5.11
1,1,1,0,1,0,1,1,0,48,8,0,4,4.89
1,0,1,1,1,0,1,1,0,22,320,0,4,5.85
1,0,1,0,0,0,1,1,1,8,8,1,3,1.43
1,0,1,1,1,0,1,1,0,48,8,0,2,6.51
1,0,1,0,1,0,1,1,1,8,8,0,4,1.66
