new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,performance
3,0,1,1,1,70,32,6,10856.6
3,0,0,0,1,10,16,8,38954.4
2,1,0,0,0,70,4,2,5506.6
4,1,0,1,1,50,16,0,35806.8
4,1,0,0,1,90,16,2,8985.4
5,1,0,1,1,70,1024,0,9152.6
1,0,0,0,0,0,256,2,17953.2
5,1,1,1,0,0,32,10,300292.6
5,0,1,1,0,40,1024,4,9098.4
2,1,1,0,0,10,32,4,5600.6
4,0,0,0,1,30,32,10,120041.2
4,1,1,1,1,60,64,10,414742.2
2,1,1,0,1,30,256,0,4834.8
1,1,1,0,1,10,32,4,12364.2
5,1,0,0,1,50,4096,0,9151.8
1,0,0,1,0,60,2048,6,90738.0
2,1,0,0,1,50,1,0,11169.4
5,1,1,0,1,30,1,6,47352.6
1,0,1,0,1,80,4,6,73152.2
3,0,0,0,0,0,8,4,15871.2
3,0,0,1,1,50,2048,6,10738.8
5,0,0,0,1,60,4,10,299758.8
3,0,1,1,1,80,512,10,48800.4
1,1,0,1,1,80,64,4,11753.2
1,0,1,1,0,100,512,6,90601.4
3,1,0,1,1,100,32,8,37625.6
5,0,0,0,0,80,2,6,47344.4
1,1,0,0,0,100,8,4,12133.0
4,0,1,1,0,30,128,0,35811.0
3,0,0,0,1,0,4096,0,16081.8
3,1,1,1,1,60,4,4,12734.2
2,1,1,1,1,0,2,0,17848.0
2,1,0,0,0,30,2,10,80136.6
3,1,0,0,1,100,2048,6,10575.6
2,0,0,1,0,60,4,6,103195.8
3,0,1,1,0,50,1,8,42753.8
2,0,0,1,0,0,8,6,123709.8
5,1,0,0,1,90,1024,2,9229.0
5,1,0,1,1,0,64,10,297674.8
1,1,0,0,1,50,256,6,89673.6
2,0,0,0,0,30,1024,0,4876.2
1,1,0,1,1,0,16,6,123617.2
2,0,0,1,0,10,2,0,17786.6
5,0,0,1,1,100,256,2,9141.4
5,0,0,1,0,100,8,2,9141.8
3,1,1,0,1,30,8,2,12383.2
5,0,1,0,0,0,8,4,9205.8
1,0,1,1,1,80,16,4,11955.4
2,0,1,1,0,20,2048,8,103790.2
2,1,0,0,0,40,8,10,86279.8
4,0,1,1,1,60,64,0,35729.0
4,1,0,0,0,20,2048,4,13740.4
4,1,0,1,1,0,4096,8,115726.4
1,1,0,1,1,50,512,0,17769.2
1,0,0,1,1,70,512,4,11821.0
3,1,0,0,1,100,4,8,37479.2
5,1,1,0,1,20,128,2,9148.8
3,0,1,1,1,60,512,10,48538.4
2,1,0,1,1,70,1024,6,91283.2
1,1,0,0,1,50,2048,0,17763.4
2,0,1,0,0,100,2048,2,4757.6
5,0,0,1,1,20,32,0,9240.6
3,0,1,1,1,50,2,6,15683.8
3,0,1,1,1,10,32,4,12380.0
4,0,1,0,1,90,16,4,13137.4
4,0,1,1,1,20,256,0,35615.2
1,0,1,0,1,40,2048,4,11899.6
4,0,1,0,0,90,1024,8,39480.2
5,1,1,1,1,90,64,0,9137.4
4,0,1,1,0,20,2048,0,35657.6
4,1,0,1,0,0,4,0,35493.4
4,1,1,0,1,50,64,8,39823.6
4,1,0,1,1,10,512,0,35830.4
2,1,1,0,0,10,2,6,73682.4
1,1,1,0,1,60,2048,4,11785.0
1,1,1,0,1,60,256,2,17738.4
1,1,0,0,0,80,32,8,99951.2
4,1,1,0,0,10,64,2,9238.2
5,0,1,0,1,80,4096,4,9198.6
1,1,0,0,1,100,2,8,80239.8
5,0,0,0,0,60,32,0,9122.4
2,1,0,1,1,20,4,6,103229.6
1,0,1,0,1,70,512,2,17774.0
1,1,1,0,1,70,512,10,101085.8
2,0,1,0,0,0,128,2,11404.2
4,0,0,0,1,90,128,2,8901.4
2,0,0,0,1,90,128,10,100952.0
3,1,1,1,1,20,2048,2,12121.2
5,0,0,1,0,20,2,4,9123.2
1,1,0,1,1,10,256,4,12361.0
5,0,1,1,1,80,4,2,9163.4
5,1,0,0,1,50,4096,10,300130.6
2,0,0,0,0,0,2,8,85211.8
5,0,0,1,1,0,8,2,9195.2
2,0,1,0,1,0,32,2,11389.6
4,0,1,1,1,20,16,10,415082.2
1,0,0,1,1,60,4,10,113933.0
3,1,0,1,1,10,16,10,49442.0
3,1,1,0,1,60,512,6,10722.6
4,1,0,1,1,70,2048,8,125262.8
1,1,0,0,1,100,128,10,101229.0
2,0,1,1,0,40,128,10,103043.8
1,0,1,0,1,50,128,10,101981.8
4,1,0,1,0,100,2,10,417491.0
5,1,0,0,0,60,1024,2,9229.8
1,1,1,1,1,90,1,2,17756.8
3,1,1,1,0,0,4096,8,44305.2
2,1,0,1,0,0,1,0,17896.6
3,1,0,1,0,70,2048,8,37974.4
2,1,1,0,0,70,32,2,4792.4
3,0,0,0,1,100,1,10,50004.2
5,0,1,0,0,80,1024,6,47606.0
2,0,0,1,0,20,512,8,104021.0
2,0,0,1,0,40,128,4,11975.2
3,0,1,1,1,70,2048,10,48474.2
4,0,1,1,1,20,256,10,414148.0
2,1,1,1,1,80,1024,0,17656.8
3,1,1,0,0,60,4096,4,12057.4
1,0,0,1,1,70,1,6,116322.8
1,0,0,0,0,30,8,8,86316.4
3,0,0,0,1,60,64,4,12034.0
4,0,1,0,0,40,1024,8,41160.6
2,1,1,1,1,70,2,8,117456.8
1,0,0,1,1,0,1024,4,18468.8
4,1,1,1,1,10,2,8,123733.8
1,1,1,0,0,0,32,8,85239.4
4,1,1,0,1,40,2,10,182527.6
5,1,0,1,1,70,4096,4,9194.8
4,1,1,1,0,90,32,8,125217.6
2,0,0,1,0,30,1,2,17637.6
2,1,0,1,1,60,2048,10,102585.6
2,0,0,1,0,0,2,0,17793.8
2,0,1,0,0,90,16,8,95304.0
2,0,0,1,1,80,128,4,11877.2
5,0,0,1,1,0,64,10,301427.0
2,1,0,1,0,40,256,0,17658.2
1,1,0,1,1,20,512,6,91857.0
2,1,1,1,1,100,512,4,11883.0
1,0,1,0,1,10,256,4,12358.2
5,1,0,1,1,40,1,0,9146.0
4,0,0,1,1,50,1,4,42823.2
3,1,1,1,1,0,2048,10,47948.2
3,0,1,0,0,10,1024,4,12421.6
4,1,1,1,0,100,1,6,48797.0
1,0,0,0,1,70,1,8,83264.0
4,1,1,0,0,20,2048,2,9108.0
5,0,1,0,1,10,128,4,9156.6
4,0,0,1,1,70,4,4,43335.0
4,0,0,1,1,10,2,4,43193.0
5,1,0,0,1,20,512,6,47506.4
3,1,1,0,0,100,2,2,13097.8
5,1,0,1,1,50,512,8,121558.8
4,0,1,1,0,50,128,2,35772.4
4,0,1,1,1,30,4096,2,35785.6
5,0,0,0,0,60,2,6,47443.6
1,0,0,1,0,40,1,10,124972.8
3,0,1,1,1,40,512,0,12077.8
4,1,0,1,1,80,256,4,43639.6
2,1,0,0,1,30,1024,4,4588.0
2,1,1,0,1,30,4,4,11941.6
5,0,1,0,0,50,64,0,9224.4
1,0,1,0,0,0,32,6,82427.2
4,1,1,1,0,0,64,0,35628.2
5,1,1,0,1,0,512,4,9194.8
2,1,1,1,0,0,32,4,18444.4
5,1,1,1,0,50,4,8,121712.0
2,0,1,0,1,50,256,2,4854.0
3,0,0,0,1,0,512,4,15904.6
4,1,0,0,0,30,2,0,9565.2
1,0,1,1,1,80,512,2,17729.0
4,1,0,0,1,50,1024,10,113691.4
5,1,0,1,0,80,256,10,300470.6
4,1,0,1,1,50,8,6,49311.0
4,1,0,0,0,100,4,2,9387.8
3,0,1,1,1,30,2,2,13244.0
5,0,0,1,0,0,4096,2,9199.6
3,0,1,1,1,20,64,10,49218.2
1,1,1,0,1,30,512,2,17721.0
2,0,0,0,0,70,64,0,4768.8
2,1,1,1,1,50,16,8,105379.4
3,1,1,1,0,70,4,10,46684.8
1,0,0,0,1,90,128,10,100755.4
1,0,1,0,1,30,4096,10,100245.8
1,1,0,0,0,10,2048,4,12409.2
2,1,0,0,1,10,512,4,5764.2
3,1,0,0,1,10,2,0,13122.4
1,0,1,0,0,50,2048,8,101193.2
2,1,0,0,0,50,4,6,72971.2
5,0,1,0,1,90,2,2,9174.2
5,1,0,0,0,20,1024,10,301201.6
1,1,0,1,1,40,16,10,105563.0
3,0,0,0,0,50,256,8,38190.8
5,0,1,0,1,100,8,10,300868.6
5,1,1,0,0,70,4,2,9141.0
5,1,0,0,0,70,4096,6,47791.4
3,0,1,1,0,60,2048,6,10511.2
4,1,1,0,1,0,1024,0,11865.4
4,0,1,0,0,40,64,6,19923.6
5,0,0,0,1,70,1024,2,9207.4
5,0,1,0,0,90,32,6,47586.8
4,0,0,1,0,30,4096,2,35943.6
3,0,1,1,0,70,1024,10,48609.8
5,1,1,1,0,70,1024,4,9166.6
3,1,0,1,0,50,256,10,48802.2
3,1,0,1,0,30,256,2,12180.8
2,0,0,1,1,90,256,6,91012.4
4,0,1,0,1,40,1,2,10031.6
2,0,0,0,1,20,128,4,4966.4
3,1,0,0,1,10,32,8,39304.8
1,1,1,1,1,20,2048,2,17694.2
2,1,1,1,0,90,1,0,17626.6
5,1,0,1,0,40,1,2,9159.6
1,1,0,0,0,40,16,0,17766.2
5,0,0,1,0,80,4,2,9220.6
3,1,1,1,0,0,1024,2,15875.8
2,1,1,0,1,60,64,6,89583.8
2,0,1,0,0,70,4096,8,100593.2
2,1,1,0,0,30,1024,2,4843.4
5,1,1,1,1,10,4,10,300900.4
1,1,0,0,0,60,1024,8,102041.0
4,1,1,0,0,80,128,0,8900.8
2,0,1,1,0,20,8,2,17660.0
4,0,1,0,1,10,1024,4,13931.0
2,0,0,0,1,70,16,2,5027.0
5,0,1,0,0,70,16,2,9178.4
1,1,0,1,0,10,128,0,17777.6
1,0,1,0,1,100,1024,2,17719.2
1,0,1,0,0,40,32,0,17728.8
3,1,0,0,1,80,256,0,12070.6
3,1,1,1,0,100,64,4,12155.2
4,0,0,0,1,40,64,4,13067.6
2,0,0,0,1,40,512,10,101634.4
3,0,0,0,0,40,32,4,12153.0
3,0,1,0,1,50,64,2,12217.0
5,1,1,0,0,90,4,6,47447.2
1,1,0,0,1,80,1,2,17654.4
2,1,1,0,1,60,2,0,7410.2
5,1,1,1,0,90,2,4,9108.2
1,0,0,1,1,30,1024,0,17750.2
2,1,1,1,0,70,4096,0,17633.0
3,0,1,0,1,100,1024,2,12254.0
3,1,1,1,1,30,4096,10,48679.0
1,1,0,0,1,0,256,10,85129.6
2,0,0,0,0,20,4096,0,5053.8
3,1,0,0,0,80,4,6,13550.2
3,0,1,0,0,80,64,2,12105.2
3,0,0,0,0,70,128,10,48381.4
4,1,0,0,0,20,8,0,9231.8
2,1,1,0,0,60,512,10,101728.8
5,0,1,0,1,20,64,0,9163.2
1,1,0,0,0,90,64,10,101490.4
4,1,0,1,1,100,256,10,415483.0
5,0,0,1,1,10,2048,2,9186.8
1,0,1,0,0,40,16,2,17850.4
5,0,1,1,0,60,4096,2,9172.6
3,0,1,0,0,0,2,6,20795.6
1,1,0,1,0,30,512,0,17735.2
1,0,1,0,0,80,4,6,72842.6
5,1,0,0,1,40,512,6,47577.6
5,0,1,1,1,100,2,6,47374.2
1,1,1,0,1,70,256,10,100547.2
3,1,0,1,1,60,32,4,12149.8
4,0,0,0,1,80,16,0,8991.4
2,0,1,0,1,80,32,4,4655.4
4,0,0,1,1,90,1024,4,43764.2
5,0,0,0,1,20,1,6,47390.6
4,1,1,1,0,20,8,6,48922.8
5,0,0,1,1,20,64,4,9181.2
5,1,1,1,0,100,512,8,122450.6
4,0,1,1,1,40,256,6,49265.8
5,1,1,0,0,80,2048,2,9157.2
4,0,1,0,0,20,2,2,9586.2
4,1,1,1,0,90,2,8,124069.2
3,0,1,0,0,50,4,2,13085.8
3,1,1,0,0,80,128,0,12187.0
4,1,1,1,0,70,4,0,35657.4
2,0,1,0,0,40,512,6,89283.4
1,1,0,1,0,90,2,8,117842.6
4,1,1,0,0,40,8,8,48939.6
2,0,0,0,1,90,16,4,5064.8
2,0,0,1,1,80,2048,2,17755.4
2,1,0,0,1,10,256,2,5725.2
1,1,1,1,1,30,1024,10,103634.8
4,0,1,0,1,30,512,8,41085.2
3,1,0,0,1,90,8,10,47379.6
5,0,1,1,1,30,4,2,9106.6
2,0,1,0,1,60,32,0,4776.2
5,1,0,1,0,100,512,8,121978.6
3,1,0,0,0,20,1,0,14450.4
5,1,1,0,1,40,2048,8,121836.2
1,0,1,0,0,60,256,2,17634.8
4,0,1,1,0,80,1024,4,43504.2
1,0,1,0,0,100,512,10,101754.0
3,1,0,0,0,90,256,4,12075.8
3,1,1,0,0,60,32,4,12424.0
1,1,0,0,1,50,8,4,12178.2
1,1,0,0,1,20,1,4,15217.2
5,0,1,0,1,80,2048,0,9145.4
4,1,1,1,0,90,2048,2,35628.8
1,0,1,1,1,10,16,0,17695.6
4,0,0,1,1,80,64,4,43544.4
4,0,0,0,0,10,8,6,23438.0
4,1,1,1,0,20,4,4,43244.4
2,1,0,0,1,10,4,4,12021.4
3,0,1,0,0,70,4,0,12856.8
4,1,1,0,1,40,16,0,9002.6
1,1,0,1,0,40,16,0,17719.8
5,1,0,0,1,30,1024,2,9144.0
2,1,1,1,1,40,16,0,17696.0
5,1,1,1,1,30,512,0,9250.8
4,0,0,1,0,80,4096,10,415485.4
2,1,0,0,0,60,32,4,4612.6
4,1,1,1,1,70,1024,4,43544.4
2,0,1,1,0,20,16,8,105283.0
3,1,1,0,0,100,32,2,12206.8
1,0,1,0,0,50,8,2,17654.4
3,1,0,0,0,60,16,10,47973.4
1,1,0,0,0,0,4096,6,82133.8
3,0,1,1,0,100,1024,0,12202.4
2,0,0,0,0,100,1024,4,4402.4
5,1,1,1,1,40,2048,2,9140.4
2,1,1,1,1,60,4096,4,11865.0
3,1,0,1,1,20,4096,8,38630.0
1,1,0,1,1,60,4096,8,102987.4
3,0,1,1,1,10,32,6,11679.2
4,1,1,1,1,90,2,10,417095.0
5,1,1,1,0,20,32,4,9111.4
3,1,0,0,1,40,128,6,10618.8
5,0,1,1,0,0,1,6,47429.8
4,0,1,0,0,100,8,4,13810.4
4,1,0,1,0,100,256,2,35739.8
4,0,1,0,1,10,2,8,60114.6
1,1,1,1,1,30,64,0,17721.4
4,0,1,0,1,90,4,8,51514.6
1,0,0,0,1,0,2048,4,18471.2
3,0,0,0,0,40,32,8,38248.2
1,0,0,0,1,60,2,4,13292.4
4,1,0,1,0,30,128,2,35817.6
5,1,0,1,0,40,2048,4,9158.4
4,1,1,0,1,60,1,6,34896.4
4,0,0,0,1,60,1,8,82174.6
4,0,1,1,0,70,1024,4,43603.2
2,1,1,0,0,60,4,8,80764.0
2,1,1,0,1,20,256,0,5041.4
5,0,0,1,0,40,512,10,302927.0
3,1,0,1,1,0,4,6,20808.8
3,0,0,1,0,80,2048,10,48805.6
5,1,0,1,0,10,2048,2,9192.8
5,1,0,0,1,20,512,4,9120.8
3,0,1,0,0,70,128,4,12154.8
2,1,0,1,1,50,1,2,17608.6
5,0,1,0,0,60,16,8,122097.4
3,0,0,1,0,40,128,10,48826.0
2,0,0,0,1,40,2048,4,4608.4
5,1,1,0,1,60,2048,6,47807.8
2,0,0,0,1,70,2048,0,4775.8
5,0,1,1,0,80,128,6,47457.0
5,0,0,0,0,80,8,2,9138.6
1,0,1,1,1,80,128,2,17687.8
2,1,1,1,0,60,4096,10,102702.8
3,1,1,0,0,40,256,10,48892.4
3,1,1,1,1,20,512,2,12227.0
2,0,0,0,1,90,512,4,4338.8
3,1,1,0,0,100,64,0,12197.8
1,0,0,0,0,30,4,2,17691.2
2,0,0,0,1,100,64,2,4681.2
1,0,0,0,0,0,2048,10,85158.0
5,0,1,1,0,90,1024,10,300870.6
3,0,0,1,0,90,1024,10,48128.2
5,0,0,0,0,70,1,0,9162.6
1,1,0,0,1,80,1024,6,89774.4
4,1,0,1,0,100,16,2,35632.4
3,0,0,1,1,60,2048,10,48441.6
5,1,1,1,1,90,1024,6,47700.4
3,0,0,1,0,30,64,0,12253.0
5,0,1,0,1,70,8,2,9152.0
2,1,1,0,0,90,16,10,94988.4
3,1,0,0,1,50,4096,4,12162.2
5,1,1,0,0,50,128,4,9121.2
4,0,1,1,0,0,4096,8,115850.2
5,1,1,0,1,50,8,0,9149.6
3,0,0,0,1,30,1,6,18369.2
4,0,0,1,1,70,512,2,35825.8
5,0,1,1,1,90,4,8,121553.2
3,0,1,0,1,60,2048,6,10520.8
5,0,1,1,0,50,512,0,9137.8
5,1,1,1,1,80,4,0,9152.0
3,0,1,0,1,0,2048,2,15801.0
4,1,1,1,0,50,4,2,35875.0
3,0,0,0,1,50,1024,2,12128.6
3,0,0,1,0,10,8,6,12164.0
5,0,0,0,0,90,1024,8,121367.8
5,0,1,1,0,60,4,2,9119.8
4,0,1,0,1,60,16,6,20731.2
3,0,0,0,0,50,128,0,12321.4
3,0,0,0,1,30,8,10,47723.6
4,1,1,0,0,70,16,8,42330.4
2,0,0,0,0,20,1024,8,101016.6
5,0,1,1,1,40,64,4,9197.8
1,1,1,1,1,10,8,4,12302.6
2,1,0,1,0,10,64,8,105679.4
1,1,0,1,1,90,256,4,11791.0
5,1,0,0,1,40,1,8,120921.8
4,1,0,1,0,90,128,6,49610.6
5,1,0,0,0,50,128,10,300833.8
2,0,1,0,0,50,128,4,4556.6
2,1,1,0,1,60,256,10,101563.2
5,1,0,0,1,0,1024,0,9190.4
2,1,0,1,0,0,4096,0,17802.8
1,1,0,1,1,100,1,2,17651.4
2,1,0,0,1,10,16,8,96579.8
4,0,0,0,0,90,32,4,12960.8
1,1,1,1,1,90,16,0,17670.4
3,0,0,1,1,30,8,0,12430.0
3,1,0,0,0,10,4,6,13772.8
5,1,1,0,0,80,16,10,300530.2
5,0,0,0,0,70,512,8,121497.4
4,1,1,0,1,100,4,8,51707.2
2,1,1,0,0,60,4096,0,4702.2
3,0,1,0,0,20,512,0,12457.6
2,0,0,0,1,20,64,6,89271.2
1,1,0,0,0,40,128,2,17697.0
4,1,0,0,1,50,1,10,265956.8
2,0,0,0,1,60,512,0,4732.8
4,0,1,0,0,50,128,10,113385.8
2,0,1,0,0,100,256,2,4676.8
1,1,1,0,1,100,16,10,95411.8
3,1,0,1,0,70,8,0,12374.2
3,0,1,0,0,100,32,2,12137.0
3,0,1,0,0,70,1024,8,38202.2
2,1,0,1,0,60,256,2,17755.2
5,0,1,0,0,0,512,4,9158.2
4,1,0,1,0,20,8,2,35813.2
2,1,1,1,0,60,8,0,17752.6
4,0,1,0,0,90,2,8,58588.0
2,0,0,1,0,50,1024,0,17721.8
3,1,0,0,0,70,8,10,46967.2
3,0,1,1,1,90,2048,10,48136.0
5,0,0,1,1,80,2048,4,9244.8
1,0,1,1,0,10,128,0,17761.2
2,1,0,1,1,90,8,10,109403.0
3,0,1,0,1,40,256,10,48683.2
5,1,0,0,1,100,256,6,48085.4
4,1,1,0,1,100,64,8,39455.4
3,1,0,0,1,70,32,4,12274.4
5,0,0,0,0,70,32,10,299134.4
5,1,1,0,0,60,64,0,9129.0
4,0,1,0,0,40,128,6,20160.0
4,0,1,1,0,30,4096,10,416068.6
3,0,0,0,0,50,16,2,12267.6
2,0,0,1,1,60,8,4,12207.4
2,0,0,0,1,10,4,0,6140.4
5,0,1,1,1,100,2,8,121028.4
1,1,0,0,0,100,256,8,101605.2
2,0,0,1,1,40,1024,6,91020.2
2,1,0,1,1,50,8,10,109408.0
4,1,0,1,1,0,128,8,115878.2
3,1,1,0,0,40,4,0,12879.4
1,0,1,0,0,90,16,10,95327.6
5,1,0,0,0,0,512,4,9219.6
4,0,0,1,0,70,64,6,49595.4
1,1,1,0,1,30,4,8,81001.2
1,0,1,1,0,80,1024,0,17697.4
2,1,0,1,0,80,32,8,103482.2
1,0,1,1,0,10,128,4,12363.2
3,1,1,1,0,30,16,4,12119.4
2,1,1,1,1,100,2,8,117147.6
1,1,1,1,0,50,4,4,12438.8
1,0,0,0,1,40,512,8,101703.6
2,0,1,1,1,100,1,6,116262.8
3,0,0,1,1,100,32,2,12428.2
4,0,1,0,1,80,2048,8,39520.0
1,0,1,0,1,60,1024,2,17675.8
4,0,0,1,1,100,16,2,35849.8
4,0,1,0,1,60,256,4,12879.0
1,0,0,1,0,70,128,6,91141.4
5,0,1,1,1,50,256,2,9204.8
5,0,1,1,0,100,512,4,9159.6
2,0,1,0,0,90,4,8,80766.8
3,1,1,0,0,70,8,0,12354.8
5,0,0,0,0,60,64,8,121883.0
2,0,1,0,0,90,512,2,4652.8
4,1,0,0,0,10,2048,0,9267.4
2,1,0,1,1,70,8,10,109149.0
3,1,1,0,0,70,1,8,42682.2
5,1,0,1,0,0,256,6,47491.0
1,0,0,1,1,40,1,6,116551.6
5,1,1,1,1,0,1,10,300021.0
2,0,0,0,1,80,2048,10,101481.6
2,1,0,0,1,30,64,0,4852.2
3,1,0,0,1,100,2048,0,12227.0
3,1,1,0,1,40,1024,8,37971.2
1,1,0,0,1,100,512,8,101583.6
1,1,0,0,0,30,8,4,12199.8
2,0,0,0,0,100,256,6,88255.2
4,0,0,0,1,30,32,2,9016.8
5,1,0,1,0,40,2048,6,47518.0
5,1,1,0,0,40,256,6,47676.8
1,0,0,0,1,0,1,0,17995.2
5,1,1,1,0,10,4,10,301471.6
3,0,0,0,0,80,256,4,12217.8
1,1,1,0,1,100,128,4,11736.8
4,1,0,1,1,90,1,10,420124.2
5,1,0,0,1,70,512,2,9163.4
4,1,1,0,0,60,4096,6,19540.6
1,0,1,1,0,30,1,2,17674.0
1,0,1,0,0,90,1024,8,100735.2
5,1,1,1,0,30,1024,8,121957.6
4,0,1,0,0,0,2048,2,11873.2
2,0,0,0,0,80,128,8,101627.0
1,0,1,1,0,50,2,4,13302.2
2,1,1,1,0,90,2048,0,17653.0
1,1,0,0,0,100,128,10,101639.8
4,0,0,1,1,20,512,0,35834.6
3,1,1,1,1,30,2048,10,48853.4
5,0,0,1,0,60,64,4,9223.4
2,0,1,1,1,40,256,0,17626.8
4,0,0,0,1,50,64,2,8954.4
2,1,0,1,1,80,256,6,90816.6
2,1,0,0,0,100,256,4,4378.2
5,1,1,0,0,40,64,4,9251.0
1,1,1,0,1,40,32,6,88350.4
1,0,1,0,0,30,8,4,12164.0
2,1,1,0,1,0,4,4,17976.2
1,1,0,0,0,0,1024,4,18493.6
3,0,1,0,0,90,2,6,15515.2
3,1,0,0,0,60,16,2,12239.4
5,0,0,0,1,100,2048,2,9221.4
4,0,1,1,1,30,4,10,414915.8
2,1,1,1,1,30,4,2,17689.8
4,0,0,1,1,40,4,4,43288.6
5,1,1,0,1,70,1,4,9138.2
4,1,0,0,1,0,16,10,274940.0
4,0,1,1,0,50,2,0,35784.8
5,0,1,0,0,60,2048,10,302344.8
3,0,0,0,1,20,32,2,12292.6
1,1,1,1,1,60,16,0,17720.0
1,1,1,1,0,20,2,0,17705.6
1,0,1,1,1,80,1024,6,90655.0
3,1,1,1,1,10,128,2,12396.4
4,0,1,0,1,0,2048,2,11890.8
1,1,0,0,1,50,8,6,76509.2
3,1,0,0,0,30,1,4,14353.8
5,1,1,1,1,90,1024,4,9191.0
3,0,1,0,1,100,64,10,48587.2
5,1,1,1,1,20,16,8,121346.2
2,0,0,1,1,80,512,0,17618.6
3,1,1,0,1,40,512,2,12086.4
1,1,0,1,1,90,8,4,12156.8
4,0,1,0,0,50,128,2,8930.2
4,0,0,1,1,10,2,2,35796.2
2,1,1,1,0,100,512,0,17666.4
5,0,0,0,1,20,128,4,9167.4
4,0,0,1,0,60,4096,8,124684.2
5,0,0,0,1,0,1,6,47346.2
4,1,0,1,1,60,4,8,124335.6
3,1,0,1,0,90,16,2,12171.8
3,1,0,0,0,60,4,6,13547.2
5,1,0,1,1,100,16,6,47481.0
2,0,1,1,0,50,32,4,11921.6
5,0,0,0,0,90,64,8,121882.8
4,0,0,0,0,100,2,2,9584.2
5,1,1,0,1,0,2,0,9259.0
2,1,1,0,1,80,512,10,101527.0
3,1,0,1,1,40,64,2,12104.4
1,1,0,1,1,80,1,10,125144.2
3,1,1,1,1,80,16,2,12347.8
1,0,1,1,0,40,256,8,102913.4
5,1,1,1,0,30,1,8,121201.4
1,0,1,0,1,80,256,0,17725.8
1,0,1,0,0,100,2048,8,101398.0
3,1,1,1,0,100,32,4,12195.2
4,0,1,1,0,0,128,10,421752.2
1,0,0,1,0,80,32,6,91759.2
4,1,0,1,1,0,16,2,35591.8
4,1,0,1,1,40,256,2,35609.4
3,0,0,1,0,20,2,4,13280.8
1,1,0,1,1,30,8,6,98627.8
3,1,0,0,0,70,4,10,46636.0
1,0,1,0,1,0,1024,0,17879.4
2,0,0,0,0,60,4096,4,4432.0
1,0,0,1,0,90,8,8,109464.0
5,0,0,0,1,100,2,8,121653.8
2,1,1,0,0,60,2,4,12808.8
2,0,1,1,0,10,8,8,109479.0
3,0,0,0,1,80,4,4,12948.6
5,1,1,0,0,60,16,2,9131.8
4,1,0,0,1,70,1,2,10033.8
5,0,1,1,0,90,128,2,9138.8
4,0,0,1,0,50,64,8,124942.6
3,1,1,1,1,0,8,2,16156.6
1,0,1,1,0,100,32,8,103571.6
3,0,1,1,1,60,2048,0,12079.4
2,1,0,1,1,30,16,0,17670.0
5,0,1,1,0,50,4096,6,47533.8
4,0,0,0,1,30,64,4,13273.6
5,1,0,1,1,90,2,4,9190.8
4,1,1,0,0,20,128,6,20389.6
5,1,0,1,1,0,2048,0,9315.2
5,0,1,1,0,50,1024,8,122129.6
3,0,1,0,0,20,64,2,12177.4
2,0,1,0,1,90,128,4,4304.6
3,0,0,1,1,80,32,0,12362.8
2,1,1,1,0,0,4096,2,17794.2
2,0,1,0,0,0,1,10,85274.2
1,0,1,0,1,70,1,8,83464.4
4,1,0,0,0,90,64,4,12791.4
5,1,1,1,0,10,1024,4,9116.4
3,1,1,0,0,0,64,10,48044.8
5,0,0,0,1,70,32,4,9228.2
3,0,1,0,1,30,64,6,10591.2
3,0,1,1,1,100,2,2,13077.6
1,0,0,0,0,90,32,4,11818.8
5,0,0,1,0,50,16,2,9118.2
5,0,0,1,1,0,128,4,9361.8
3,0,1,1,0,90,256,0,12266.6
3,1,1,0,0,90,16,4,12143.2
3,0,1,0,1,20,8,0,12467.2
3,0,1,1,1,0,256,0,15955.8
3,1,0,1,0,50,32,10,48546.6
1,1,0,1,0,0,256,10,131662.6
2,1,0,0,1,10,2,0,7830.4
2,0,0,0,1,90,2048,10,100614.6
3,0,1,0,0,40,2048,0,12066.8
4,1,0,1,1,20,32,10,414350.6
1,1,0,1,1,40,256,0,17695.4
3,1,0,1,1,20,2048,0,12220.8
5,0,1,1,0,30,32,0,9143.8
3,1,1,1,0,20,8,10,47815.8
3,0,1,1,1,80,1,0,14266.4
2,0,0,1,0,70,512,0,17647.8
5,0,0,1,1,80,2,4,9137.6
2,0,1,0,1,40,16,6,84883.4
3,0,0,1,1,100,8,6,12139.0
5,1,0,0,1,90,4,6,47327.0
1,1,0,0,1,0,16,10,85187.6
2,1,1,0,1,80,4,4,11960.0
5,0,0,0,1,60,512,2,9171.2
3,1,0,0,0,30,64,0,12072.6
2,0,0,0,1,50,8,4,9160.8
2,1,0,0,1,80,4096,4,4328.8
5,0,0,1,0,10,1,10,299708.8
5,1,1,1,1,10,256,6,47583.8
2,1,0,1,1,0,16,4,18507.2
1,1,0,0,0,70,8,2,17803.4
5,0,1,0,0,70,2048,0,9131.6
5,1,1,0,1,20,512,10,299473.0
3,0,1,1,1,20,128,10,49228.8
3,1,1,0,1,40,16,4,12278.8
1,0,0,0,0,20,4,6,72826.0
1,0,0,0,1,0,1,10,85149.0
3,0,1,1,1,80,512,6,10752.4
3,0,1,0,1,20,1,0,14313.8
2,0,0,0,0,0,64,8,85435.6
4,0,1,1,0,30,256,2,35815.2
4,0,0,0,1,0,1024,0,11905.6
5,1,0,0,0,30,2,0,9167.0
